147881 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [], 'bullets': []}
147882 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [], 'bullets': []}
147883 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [], 'bullets': []}
147884 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [], 'bullets': []}
147885 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [], 'bullets': []}
147886 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [3.0625, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148074 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148075 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148076 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148077 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148078 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148079 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148080 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148081 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148082 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148083 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148084 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148085 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148086 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148087 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148088 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148089 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148090 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148091 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148092 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148093 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148094 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148095 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148096 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148097 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148098 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148099 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148100 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148101 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148102 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148103 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148104 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148105 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148106 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148107 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148108 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148109 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148110 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148111 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148112 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148113 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148114 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148115 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148116 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148117 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148118 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148119 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148120 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148121 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148122 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148123 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148124 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148125 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148126 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148127 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148128 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148129 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148130 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148131 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148132 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148133 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148134 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148135 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148136 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148137 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148138 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148139 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148140 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148141 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148142 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148143 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148144 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148145 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148146 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148147 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148148 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148149 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148150 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148151 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148152 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148153 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148154 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148155 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148156 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148157 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148158 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148159 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148160 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148161 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148162 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148163 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148164 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148165 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148166 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148167 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
148168 : {'maze': {'seed': 11122000, 'width': 32, 'height': 16}, 'players': [{'id': 14, 'hp': 10, 'position': [14.0, 2.0], 'current_direction': -2, 'next_direction': None, 'seed': 2, 'bullet_cooldown': 0, 'bullet_counter': 0, 'dead_counter': 1}], 'bullets': []}
